age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,hoursperweek,country,income,label
27,private,some-college,nan,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,<=50k,0
36,private,bachelors,13,married-civ-spouse,prof-specialty,husbxnd,white,male,45,united-states,>50k,0
49,self-emp-not-inc,some-college,10,married-civ-spouse,exec-managerial,husxand,white,male,40,united-states,<=50k,0
50,private,nan,9,married-civ-spouse,protective-serv,husband,white,male,40,united-states,>50k,0
47,federal-gov,some-college,10,divorced,adm-clerical,unmarried,white,female,x0,united-states,<=50k,0
x2,self-emp-not-inc,bachelors,13,married-civ-spouse,sales,husband,white,male,47,united-states,<=50k,0
36,private,hs-grad,9,married-civ-spouse,nan,husband,white,male,50,united-states,<=50k,0
60,private,bachelors,13,married-civ-spouse,exec-managerial,xusband,white,male,45,united-states,>50k,0
nan,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,65,united-states,>50k,0
49,prxvate,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,45,united-states,>50k,0
x4,private,hs-grad,9,never-married,adm-clerical,own-child,white,male,40,united-states,<=50k,0
37,private,hs-grad,9,separated,prof-specialty,unmarried,xhite,female,38,united-states,<=50k,0
44,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,4x,united-states,>50k,0
32,private,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,40,mexico,x=50k,0
29,private,assoc-voc,11,married-civ-spouse,machine-op-inspct,husband,nan,male,40,united-states,<=50k,0
23,private,some-college,10,married-civ-spouse,exec-managerxal,wife,black,female,40,united-states,<=50k,0
56,private,hs-grxd,9,married-civ-spouse,transport-moving,husband,white,male,60,united-states,<=50k,0
40,private,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,6x,united-states,>50k,0
28,nan,9th,5,never-married,handlers-cleaners,own-child,black,female,24,united-states,<=50k,0
57,self-emp-not-inc,10th,6,divorced,exec-managerial,own-child,white,male,60,united-xtates,>50k,0
35,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,nan,united-states,>50k,0
19,empty,some-college,10,never-married,empty,own-child,nan,female,25,united-states,<=50k,0
nan,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,46,united-states,>50k,0
90,private,bachelors,13,married-civ-spouse,exec-managerial,wife,white,female,4x,england,>50k,0
22,private,some-college,10,never-married,sales,own-child,white,xale,24,united-states,<=50k,0
18,private,11th,7,never-married,other-service,not-in-faxily,white,female,20,united-states,<=50k,0
43,private,assoc-voc,nan,married-civ-spouse,adm-clerical,wife,white,female,40,united-states,>50k,0
22,private,hs-grad,9,never-marrxed,craft-repair,own-child,white,male,50,united-states,<=50k,0
46,private,bxchelors,13,married-civ-spouse,tech-support,husband,white,male,40,united-states,<=50k,0
42,private,bachelors,13,nan,prof-specialty,husband,white,male,40,united-states,>50k,0
35,nan,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,80,united-states,>50k,0
29,private,assoc-voc,11,divorced,tech-support,not-in-family,black,male,40,united-stxtes,>50k,0
36,private,assoc-voc,11,married-civ-spouxe,sales,husband,white,male,50,united-states,>50k,0
nan,never-worked,hs-grad,9,married-civ-spouse,empty,wife,black,female,40,united-states,<=50k,0
38,private,bachelors,13,never-married,exec-managerial,not-in-family,whxte,male,50,united-states,<=50k,0
nan,private,hs-grad,9,never-married,machine-op-inspct,unmarried,black,female,40,united-states,<=50k,0
30,privatx,some-college,10,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k,0
52,private,some-college,10,married-civ-spxuse,craft-repair,husband,white,male,40,united-states,<=50k,0
46,private,hs-grad,9,never-married,tech-support,other-relative,white,male,40,united-states,<x50k,0
37,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,x0,united-states,>50k,0
nan,private,12th,8,never-married,machine-op-inspct,unmarried,white,male,40,mexico,<=50k,0
27,private,some-college,10,never-married,other-service,not-in-family,white,male,2x,united-states,<=50k,0
47,nan,assoc-voc,11,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,>50k,0
38,private,bachelors,13,married-civ-spouse,tech-support,husband,white,male,4x,united-states,>50k,0
41,private,11th,7,married-civ-spouse,protective-serv,husband,white,xale,55,united-states,<=50k,0
50,federal-gov,bachelors,13,divorced,prof-specialty,unmarrixd,black,female,40,united-states,<=50k,0
35,self-emp-not-inc,assoc-acdm,x2,never-married,farming-fishing,not-in-family,white,male,40,united-states,<=50k,0
33,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,nan,united-states,<=50k,0
48,private,some-college,10,married-civ-spouse,prof-specialty,wife,white,female,nan,united-states,>50k,0
30,private,bachelors,13,married-spouse-absent,sales,not-in-family,white,female,50,united-sxates,<=50k,0
63,local-gov,hs-grad,nan,married-civ-spouse,exec-managerial,husband,white,male,55,united-states,<=50k,0
28,local-gov,nan,13,never-married,prof-specialty,other-relative,white,male,50,united-states,<=50k,0
54,self-emp-inc,bachelors,nan,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,>50k,0
49,private,hs-grad,9,divorced,machine-op-inspct,nan,black,male,40,united-states,<=50k,0
x5,private,hs-grad,9,married-civ-spouse,other-service,husband,white,male,40,united-states,<=50k,0
19,private,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,99,unitedxstates,<=50k,0
59,private,masters,14,married-civ-spouse,tech-support,huxband,white,male,40,iran,<=50k,0
57,empty,hs-grad,x,married-civ-spouse,empty,husband,other,male,5,columbia,<=50k,0
52,private,bachelors,13,married-civ-spouse,exec-managerial,nan,white,male,40,united-states,<=50k,0
35,empty,hx-grad,9,married-civ-spouse,empty,husband,white,male,30,united-states,<=50k,0
50,private,some-college,10,divorced,tech-support,not-in-familx,white,female,36,united-states,<=50k,0
42,self-emp-not-inc,some-college,10,married-civ-spxuse,farming-fishing,husband,white,male,60,united-states,<=50k,0
35,private,hs-grad,9,never-married,nan,not-in-family,white,female,40,united-states,<=50k,0
41,local-gov,hs-grad,9,nan,protective-serv,husband,white,male,40,united-states,<=50k,0
24,prxvate,bachelors,13,never-married,adm-clerical,own-child,white,male,38,united-states,<=50k,0
34,self-emp-not-inc,xs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,<=50k,0
52,self-emp-not-inc,hs-grad,9,divorced,craft-repair,not-in-family,black,male,40,united-statex,<=50k,0
47,private,hs-grad,9,married-civ-spouse,craft-repair,nan,white,male,40,united-states,<=50k,0
48,state-gov,masters,14,divorced,prof-specialty,unmarried,white,female,40,unixed-states,<=50k,0
34,private,hs-grad,9,never-married,other-service,unmarried,black,xale,30,united-states,<=50k,0
35,private,assoc-voc,nan,never-married,tech-support,not-in-family,white,male,40,united-states,<=50k,0
46,privxte,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,>50k,0
55,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,whixe,male,40,united-states,>50k,0
53,self-emp-inc,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,50,unitedxstates,>50k,0
20,private,some-college,10,never-married,adm-clerical,own-child,white,male,25,nicaragua,<=50k,0
45,prixate,some-college,10,widowed,other-service,unmarried,white,female,45,united-states,<=50k,0
36,self-emp-not-inc,hs-grad,9,separated,other-service,not-in-family,wxite,female,16,united-states,<=50k,0
nan,private,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,40,united-states,<=50k,0
30,private,bachelors,13,never-married,prof-specialty,not-in-family,blxck,male,40,united-states,<=50k,0
25,private,masters,14,separated,other-service,own-child,white,female,40,uxited-states,<=50k,0
25,empty,assoc-voc,11,never-married,xmpty,own-child,white,male,90,united-states,<=50k,0
3x,state-gov,some-college,10,divorced,protective-serv,unmarried,white,female,38,united-states,<=50k,0
61,self-emp-not-inc,hs-grad,x,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k,0
55,local-gov,bachelors,13,widowed,nan,not-in-family,white,female,48,united-states,<=50k,0
36,private,hs-grad,9,married-civ-spouse,transport-moving,xusband,white,male,45,united-states,>50k,0
35,private,11th,7,never-married,craft-repair,own-child,white,male,4x,united-states,<=50k,0
72,private,10th,6,married-civ-spouse,other-service,husband,white,maxe,12,united-states,<=50k,0
31,private,11th,7,neverxmarried,craft-repair,not-in-family,white,male,40,united-states,<=50k,0
27,state-gov,hs-grad,9,never-married,protective-serv,own-child,white,male,x0,united-states,<=50k,0
47,local-gov,hs-grad,9,married-civ-spousx,other-service,wife,white,female,7,united-states,>50k,0
37,state-gov,some-college,10,married-civ-spouse,craft-repair,husband,white,mxle,40,united-states,<=50k,0
49,local-gov,hs-xrad,9,married-civ-spouse,protective-serv,husband,white,male,40,united-states,>50k,0
43,private,12th,8,married-civ-spouse,transport-moving,husband,white,male,x0,united-states,<=50k,0
33,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,40,united-states,x=50k,0
41,private,hs-gxad,9,married-civ-spouse,transport-moving,husband,white,male,50,united-states,>50k,0
x0,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k,0
31,private,hs-grad,9,married-civ-spouse,other-service,husband,other,malx,40,united-states,<=50k,0
37,local-gov,some-college,10,divorced,adm-clerical,unmarried,white,female,4x,united-states,<=50k,0
59,private,assoc-voc,11,divorced,prof-specialty,not-in-family,white,female,36,unitex-states,<=50k,0
24,local-gov,some-college,10,never-married,protective-serv,not-in-family,white,male,4x,united-states,<=50k,0
31,private,7th-8th,4,widowed,adm-clerical,not-in-family,white,female,3x,united-states,<=50k,0
25,private,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,maxe,35,united-states,<=50k,0
34,self-emp-not-inc,hs-grad,9,nan,farming-fishing,not-in-family,white,male,40,united-states,<=50k,0
24,local-gov,some-college,x0,married-civ-spouse,protective-serv,husband,black,male,40,united-states,<=50k,0
44,private,some-college,10,married-civ-spouse,exex-managerial,wife,white,female,70,united-states,>50k,0
36,federal-gov,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,40,nan,<=50k,0
43,private,hs-grad,x,divorced,transport-moving,not-in-family,white,male,45,united-states,<=50k,0
30,state-gov,some-college,10,never-married,prof-specialty,nan,white,male,40,united-states,<=50k,0
x4,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,>50k,0
17,private,10th,6,never-married,other-service,own-child,white,male,15,united-statxs,<=50k,0
38,local-gov,hs-grad,9,never-married,craft-repair,not-in-xamily,white,male,40,canada,<=50k,0
39,private,assoc-acdm,12,never-married,transport-moving,not-in-family,black,male,60,xnited-states,<=50k,0
31,private,some-college,10,never-maxried,adm-clerical,not-in-family,white,male,40,united-states,<=50k,0
52,federal-gov,masters,14,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=x0k,0
37,private,doctorate,16,nan,prof-specialty,unmarried,white,female,40,united-states,<=50k,0
37,private,hs-grad,9,divorced,adm-clerical,unmarried,white,female,3x,united-states,<=50k,0
nan,private,assoc-acdm,12,never-married,prof-specialty,not-in-family,black,female,25,united-states,<=50k,0
23,private,assoc-voc,1x,married-civ-spouse,craft-repair,husband,white,male,55,united-states,>50k,0
40,private,some-college,10,married-civ-spouse,other-service,nan,white,male,40,united-states,<=50k,0
19,private,some-college,10,never-marrxed,sales,own-child,white,female,30,united-states,<=50k,0
50,private,sxme-college,10,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k,0
nan,private,12th,8,never-married,other-service,own-child,white,female,40,united-states,<=50k,0
47,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,x8,united-states,<=50k,0
40,private,hs-grad,9,married-civ-spouse,sales,husband,nan,male,60,united-states,>50k,0
29,private,bachelors,13,never-marrixd,sales,not-in-family,white,male,50,united-states,>50k,0
x8,private,bachelors,13,never-married,handlers-cleaners,own-child,white,male,40,united-states,<=50k,0
45,private,doctorate,16,married-civ-spouse,prof-specialty,wife,nan,female,30,united-states,>50k,0
56,private,hs-grax,9,never-married,adm-clerical,not-in-family,white,female,38,united-states,<=50k,0
20,private,some-college,10,never-married,other-service,not-in-family,white,female,nan,united-states,<=50k,0
45,self-emp-inc,prof-school,15,divorced,prof-specialty,unmarried,white,male,3x,united-states,>50k,0
21,nan,bachelors,13,never-married,adm-clerical,not-in-family,white,male,40,columbia,<=50k,0
40,private,assoc-acdm,12,divorced,prof-specialty,not-in-family,white,mxle,50,united-states,<=50k,0
x6,private,bachelors,13,never-married,prof-specialty,not-in-family,white,female,45,united-states,<=50k,0
70,empty,bachelors,13,married-civ-spouse,empty,husband,white,male,6,nan,<=50k,0
63,private,12th,8,widowed,sales,unmarried,white,fxmale,40,united-states,<=50k,0
75,private,10th,6,widowed,priv-house-serv,not-in-family,whxte,female,70,united-states,<=50k,0
57,self-emp-inc,prof-school,x5,married-civ-spouse,prof-specialty,husband,white,male,60,united-states,>50k,0
31,federal-gov,hs-grxd,9,married-civ-spouse,adm-clerical,husband,white,male,40,united-states,>50k,0
33,private,hs-grad,9,divorced,adm-clerical,unmarried,black,female,40,united-states,x=50k,0
33,private,nan,1,married-civ-spouse,farming-fishing,husband,white,male,40,mexico,<=50k,0
37,self-emp-not-inc,some-college,10,separated,other-service,own-child,whixe,female,40,cuba,<=50k,0
30,xrivate,some-college,10,never-married,machine-op-inspct,not-in-family,black,female,40,united-states,<=50k,0
31,local-gov,hs-grad,9,nan,protective-serv,husband,white,male,48,united-states,<=50k,0
46,self-emp-inc,masters,14,married-civ-spouse,sales,husband,nan,male,50,united-states,>50k,0
58,private,11th,7,married-civ-spouse,sales,husband,white,male,40,united-states,<=5xk,0
33,private,xs-grad,9,never-married,craft-repair,not-in-family,white,male,40,united-states,<=50k,0
60,private,some-college,10,married-spouse-absent,machine-op-inspct,not-in-family,white,male,50,united-statex,>50k,0
46,local-gov,nan,14,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k,0
35,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,nan,empty,<=50k,0
34,self-emp-not-inc,assoc-voc,11,married-civ-spouse,exec-managerial,husband,white,male,60,nan,>50k,0
76,private,7th-8th,4,widowed,protective-serv,not-in-family,white,female,12,united-states,<x50k,0
44,nan,bachelors,13,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k,0
49,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,45,unitxd-states,>50k,0
3x,private,11th,7,married-civ-spouse,farming-fishing,husband,white,male,40,united-states,<=50k,0
41,local-gov,bachelors,13,married-civ-spouse,craft-repair,husband,nan,male,40,united-states,<=50k,0
46,private,hs-grad,9,married-civ-spouse,sales,husband,white,xale,40,united-states,<=50k,0
23,local-gov,hs-grad,9,never-married,transport-moxing,own-child,white,male,40,united-states,<=50k,0
32,private,xachelors,13,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k,0
37,self-emp-not-inc,hs-gxad,9,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k,0
22,empty,some-college,10,separated,empty,unmarried,nan,female,25,united-states,<=50k,0
