age,workclass,fnlwgt,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,income,label
44,private,157236,some-college,10,married-spouse-absent,handlers-cleaners,unmarried,white,male,0,0,40,poland,<=50k,1
19,private,261259,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,20,united-states,<=50k,1
20,private,286166,hs-grad,9,never-married,sales,not-in-family,white,male,0,0,48,united-states,<=50k,1
23,private,122272,hs-grad,9,never-married,craft-repair,own-child,white,female,0,0,40,united-states,<=50k,1
58,private,248739,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,53,united-states,>50k,1
20,private,224238,12th,8,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k,1
62,private,138157,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,12,united-states,<=50k,1
67,private,236627,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,united-states,<=50k,1
37,local-gov,191364,assoc-acdm,12,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,france,>50k,1
38,private,391040,assoc-voc,11,separated,tech-support,unmarried,white,female,0,0,20,united-states,<=50k,1
23,private,134997,hs-grad,9,divorced,other-service,unmarried,white,female,0,0,80,united-states,<=50k,1
28,private,392487,hs-grad,9,married-civ-spouse,sales,wife,white,female,0,0,40,united-states,<=50k,1
25,private,216724,hs-grad,9,divorced,exec-managerial,own-child,white,male,0,0,40,united-states,<=50k,1
60,self-emp-not-inc,96073,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,30,united-states,<=50k,1
31,self-emp-inc,103435,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50k,1
29,self-emp-not-inc,96718,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,37,united-states,<=50k,1
51,private,173987,9th,5,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,1
27,private,224849,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
18,private,249857,some-college,10,never-married,other-service,own-child,white,male,0,0,20,united-states,<=50k,1
34,private,340458,hs-grad,9,divorced,machine-op-inspct,unmarried,white,female,0,0,40,united-states,<=50k,1
19,empty,440417,some-college,10,never-married,empty,own-child,white,female,0,0,15,united-states,<=50k,1
36,private,175643,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,35,united-states,<=50k,1
35,private,297485,bachelors,13,divorced,exec-managerial,unmarried,white,female,0,0,40,united-states,<=50k,1
27,private,232954,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,<=50k,1
25,private,109419,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k,1
22,private,127768,some-college,10,never-married,other-service,own-child,white,male,0,0,32,united-states,>50k,1
41,private,252986,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,48,united-states,>50k,1
20,private,380544,assoc-acdm,12,never-married,transport-moving,own-child,white,male,0,0,20,united-states,<=50k,1
52,private,306108,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,1
34,private,232855,some-college,10,separated,other-service,unmarried,black,female,0,0,37,united-states,<=50k,1
44,private,130126,prof-school,15,divorced,prof-specialty,not-in-family,white,male,0,0,45,united-states,>50k,1
50,private,194231,masters,14,divorced,sales,not-in-family,white,female,0,0,40,united-states,>50k,1
49,self-emp-inc,197038,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k,1
36,empty,168223,bachelors,13,never-married,empty,own-child,white,female,0,0,40,united-states,<=50k,1
71,state-gov,26109,prof-school,15,married-civ-spouse,other-service,husband,white,male,0,0,28,united-states,<=50k,1
20,private,285671,hs-grad,9,never-married,other-service,other-relative,black,male,0,0,25,united-states,<=50k,1
20,private,153583,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,40,empty,<=50k,1
59,self-emp-inc,103948,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,>50k,1
38,private,40319,some-college,10,divorced,exec-managerial,not-in-family,white,female,0,0,42,united-states,<=50k,1
55,local-gov,159028,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,1
17,private,98675,9th,5,never-married,other-service,unmarried,white,female,0,0,20,united-states,<=50k,1
45,private,90758,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,>50k,1
43,self-emp-not-inc,75435,hs-grad,9,divorced,craft-repair,unmarried,amer-indian-eskimo,male,0,0,30,united-states,<=50k,1
19,private,219189,12th,8,never-married,other-service,own-child,white,male,0,0,25,united-states,<=50k,1
33,private,203463,hs-grad,9,divorced,other-service,own-child,white,female,0,0,40,united-states,<=50k,1
63,private,187635,hs-grad,9,never-married,exec-managerial,not-in-family,white,male,0,0,40,united-states,<=50k,1
34,private,27153,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,1
31,private,150324,assoc-acdm,12,never-married,machine-op-inspct,unmarried,white,male,0,0,40,united-states,<=50k,1
21,private,83704,12th,8,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
23,private,176262,assoc-voc,11,never-married,adm-clerical,other-relative,white,female,0,0,36,united-states,<=50k,1
20,private,179423,some-college,10,never-married,handlers-cleaners,own-child,white,female,0,0,8,united-states,<=50k,1
45,private,168038,bachelors,13,divorced,sales,not-in-family,white,male,0,0,60,united-states,>50k,1
59,private,108765,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,<=50k,1
66,local-gov,188220,hs-grad,9,widowed,adm-clerical,unmarried,white,female,0,0,35,united-states,>50k,1
29,private,114870,some-college,10,divorced,craft-repair,own-child,white,male,0,0,40,united-states,<=50k,1
32,state-gov,77723,bachelors,13,divorced,exec-managerial,not-in-family,asian-pac-islander,female,0,0,40,united-states,<=50k,1
57,private,133902,hs-grad,9,widowed,exec-managerial,unmarried,white,female,0,0,45,united-states,<=50k,1
57,private,191318,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k,1
50,self-emp-inc,67794,hs-grad,9,married-spouse-absent,sales,not-in-family,white,male,0,0,60,united-states,<=50k,1
56,private,117872,assoc-voc,11,married-civ-spouse,craft-repair,husband,black,male,0,0,40,united-states,>50k,1
26,private,55929,masters,14,never-married,exec-managerial,not-in-family,white,female,0,0,48,united-states,<=50k,1
22,empty,165065,some-college,10,never-married,empty,own-child,white,female,0,0,40,italy,<=50k,1
26,self-emp-not-inc,34307,assoc-voc,11,never-married,farming-fishing,own-child,white,male,0,0,65,united-states,<=50k,1
33,private,246038,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k,1
36,self-emp-not-inc,147258,assoc-voc,11,married-civ-spouse,farming-fishing,husband,white,male,0,0,60,united-states,>50k,1
45,private,329144,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k,1
23,private,216181,some-college,10,never-married,sales,own-child,white,male,0,0,36,iran,<=50k,1
23,private,391171,some-college,10,never-married,other-service,not-in-family,black,male,0,0,25,united-states,<=50k,1
35,local-gov,223242,bachelors,13,divorced,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50k,1
45,private,38240,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,1
21,private,148444,some-college,10,never-married,sales,own-child,white,female,0,0,25,united-states,<=50k,1
56,state-gov,110257,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k,1
31,federal-gov,101345,hs-grad,9,never-married,handlers-cleaners,own-child,white,female,0,0,40,united-states,<=50k,1
44,private,268098,12th,8,never-married,transport-moving,not-in-family,black,male,0,0,36,united-states,<=50k,1
21,empty,369084,some-college,10,never-married,empty,other-relative,white,male,0,0,10,united-states,<=50k,1
20,private,162688,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,38,united-states,<=50k,1
17,empty,48751,11th,7,never-married,empty,own-child,black,female,0,0,40,united-states,<=50k,1
44,federal-gov,184099,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50k,1
19,private,307496,some-college,10,never-married,other-service,own-child,white,female,0,0,23,united-states,<=50k,1
71,empty,176986,hs-grad,9,widowed,empty,unmarried,white,male,0,0,24,united-states,<=50k,1
23,private,267955,some-college,10,never-married,sales,not-in-family,white,female,0,0,40,united-states,<=50k,1
21,private,283969,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,mexico,<=50k,1
29,state-gov,204516,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,15,united-states,<=50k,1
33,private,167771,some-college,10,separated,other-service,not-in-family,white,female,0,0,30,united-states,<=50k,1
46,private,345073,hs-grad,9,divorced,exec-managerial,not-in-family,white,male,0,0,48,united-states,>50k,1
21,empty,380219,some-college,10,never-married,empty,own-child,black,female,0,0,40,united-states,<=50k,1
19,private,185097,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,female,0,0,37,united-states,<=50k,1
29,private,144808,some-college,10,married-civ-spouse,exec-managerial,own-child,black,female,0,0,40,united-states,<=50k,1
34,private,187203,assoc-acdm,12,never-married,sales,unmarried,white,male,0,0,50,united-states,<=50k,1
26,private,125089,some-college,10,never-married,exec-managerial,not-in-family,white,male,0,0,40,united-states,<=50k,1
30,private,289458,bachelors,13,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k,1
34,private,144798,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,1
24,empty,172152,bachelors,13,never-married,empty,not-in-family,asian-pac-islander,male,0,0,25,taiwan,<=50k,1
28,private,207513,hs-grad,9,never-married,sales,own-child,white,male,0,0,48,united-states,<=50k,1
24,empty,164574,some-college,10,never-married,empty,own-child,white,male,0,0,40,united-states,<=50k,1
19,private,213024,12th,8,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50k,1
24,self-emp-not-inc,83374,some-college,10,never-married,prof-specialty,not-in-family,asian-pac-islander,male,0,0,30,united-states,>50k,1
37,private,192939,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,1
24,private,424494,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,30,united-states,<=50k,1
24,private,215243,bachelors,13,never-married,adm-clerical,not-in-family,white,female,0,0,42,united-states,<=50k,1
40,private,30682,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,45,united-states,>50k,1
20,private,306639,some-college,10,never-married,handlers-cleaners,own-child,white,male,0,0,20,united-states,<=50k,1
23,local-gov,218678,11th,7,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k,1
25,private,219130,some-college,10,never-married,other-service,not-in-family,other,female,0,0,40,united-states,<=50k,1
64,private,180624,assoc-acdm,12,never-married,prof-specialty,other-relative,white,female,0,0,30,united-states,<=50k,1
28,private,194472,some-college,10,married-civ-spouse,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k,1
52,local-gov,205767,masters,14,married-civ-spouse,prof-specialty,husband,black,male,0,0,40,united-states,>50k,1
28,private,249870,prof-school,15,never-married,prof-specialty,not-in-family,black,male,0,0,50,united-states,<=50k,1
31,private,211242,assoc-acdm,12,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,>50k,1
77,private,149912,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,10,united-states,<=50k,1
22,private,85389,hs-grad,9,never-married,tech-support,own-child,white,male,0,0,40,united-states,<=50k,1
17,empty,806316,11th,7,never-married,empty,own-child,white,female,0,0,20,united-states,<=50k,1
38,private,329980,bachelors,13,never-married,exec-managerial,not-in-family,white,male,0,0,55,united-states,<=50k,1
45,empty,236612,11th,7,divorced,empty,own-child,black,male,0,0,40,united-states,<=50k,1
25,local-gov,249214,some-college,10,never-married,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50k,1
50,private,257126,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,1
53,local-gov,204397,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,<=50k,1
24,private,291979,hs-grad,9,never-married,farming-fishing,not-in-family,white,male,0,0,40,united-states,<=50k,1
33,private,138667,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,50,united-states,>50k,1
30,private,94413,some-college,10,divorced,transport-moving,not-in-family,white,male,0,0,30,united-states,<=50k,1
31,federal-gov,166626,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50k,1
39,state-gov,326566,some-college,10,never-married,transport-moving,own-child,black,male,0,0,40,united-states,<=50k,1
30,private,165503,bachelors,13,never-married,sales,own-child,white,female,0,0,65,united-states,<=50k,1
48,private,102597,some-college,10,separated,adm-clerical,unmarried,white,female,0,0,44,united-states,<=50k,1
62,empty,113234,masters,14,married-civ-spouse,empty,wife,white,female,0,0,40,united-states,<=50k,1
39,private,177277,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,45,united-states,>50k,1
45,private,260490,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k,1
32,private,237478,11th,7,divorced,machine-op-inspct,unmarried,white,female,0,0,40,united-states,<=50k,1
40,federal-gov,36885,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,50,united-states,<=50k,1
17,private,166242,10th,6,never-married,other-service,own-child,white,female,0,0,15,united-states,<=50k,1
19,empty,158603,10th,6,never-married,empty,own-child,black,male,0,0,25,united-states,<=50k,1
25,private,274228,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,0,0,84,united-states,<=50k,1
42,private,185145,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,57,united-states,<=50k,1
66,private,28367,bachelors,13,married-civ-spouse,priv-house-serv,other-relative,white,male,0,0,99,united-states,<=50k,1
63,self-emp-not-inc,28612,hs-grad,9,widowed,sales,not-in-family,white,male,0,0,70,united-states,<=50k,1
43,private,191429,7th-8th,4,married-civ-spouse,other-service,husband,white,male,0,0,25,united-states,<=50k,1
26,private,459548,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,20,mexico,<=50k,1
23,private,65481,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,white,female,0,0,40,united-states,>50k,1
39,private,186130,prof-school,15,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,>50k,1
47,self-emp-inc,350759,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,1
36,private,359678,hs-grad,9,never-married,machine-op-inspct,not-in-family,black,female,0,0,48,united-states,<=50k,1
35,private,220595,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
25,private,29599,hs-grad,9,never-married,farming-fishing,not-in-family,white,male,0,0,40,united-states,<=50k,1
21,state-gov,299153,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,15,united-states,<=50k,1
46,private,75256,hs-grad,9,married-civ-spouse,priv-house-serv,wife,white,female,0,0,40,united-states,<=50k,1
43,private,143583,10th,6,married-civ-spouse,handlers-cleaners,husband,black,male,0,0,40,united-states,<=50k,1
